SampleID,ASV,Count
1000A,ASV_1216,14
1000A,ASV_12580,150
1000A,ASV_12691,260
1000A,ASV_135,434
1000A,ASV_147,79
1000A,ASV_15,287
1000A,ASV_16,361
1000A,ASV_184,8
1000A,ASV_19,42
1000A,ASV_20,501
1000A,ASV_21,89
1000A,ASV_2202,8
1000A,ASV_239,29
1000A,ASV_25,2629
1000A,ASV_253,154
1000A,ASV_260,200
1000A,ASV_29,865
1000A,ASV_3005,694
1000A,ASV_302,217
1000A,ASV_3048,144
1000A,ASV_309,664
1000A,ASV_32,15
1000A,ASV_34,211
1000A,ASV_345,12
1000A,ASV_3453,13
1000A,ASV_35,79
1000A,ASV_357,501
1000A,ASV_369,66
1000A,ASV_3737,208
1000A,ASV_3745,18
1000A,ASV_44,243
1000A,ASV_4544,2
1000A,ASV_50,169
1000A,ASV_509,20
1000A,ASV_51,48
1000A,ASV_54,9
1000A,ASV_56,31
1000A,ASV_58,19
1000A,ASV_6,21
1000A,ASV_60,33
1000A,ASV_62,8
1000A,ASV_685,15
1000A,ASV_740,7
1000A,ASV_78,531
1000A,ASV_8,737
1000A,ASV_82,89
1000A,ASV_87,501
1000A,ASV_9,120
1000A,ASV_92,389
1000A,ASV_95,281
1000B,ASV_10,47
1000B,ASV_104,1065
1000B,ASV_115,70
1000B,ASV_1365,46
1000B,ASV_139,26
1000B,ASV_15,10
1000B,ASV_157,84
1000B,ASV_1752,5
1000B,ASV_19,521
1000B,ASV_230,11
1000B,ASV_234,22
1000B,ASV_264,62
1000B,ASV_266,4
1000B,ASV_2751,5
1000B,ASV_3005,46
1000B,ASV_32,73
1000B,ASV_34,30
1000B,ASV_342,21
1000B,ASV_4202,7
1000B,ASV_433,82
1000B,ASV_4544,2
1000B,ASV_457,12
1000B,ASV_4894,8
1000B,ASV_500,27
1000B,ASV_51,71
1000B,ASV_6,8
1000B,ASV_635,37
1000B,ASV_655,5
1000B,ASV_78,53
1000B,ASV_7990,6
1000B,ASV_8,486
1000B,ASV_81,143
1000B,ASV_9,5
1000B,ASV_924,193
1000C,ASV_104,4436
1000C,ASV_1093,96
1000C,ASV_12692,250
1000C,ASV_12702,109
1000C,ASV_12707,86
1000C,ASV_12708,83
1000C,ASV_2,7
1000C,ASV_55,478
1000C,ASV_8,5
1000C,ASV_9,3
1000C,ASV_924,993
1000C,ASV_962,99
1000D,ASV_104,5927
1000D,ASV_1145,9
1000D,ASV_16,436
1000D,ASV_1721,8
1000D,ASV_177,7
1000D,ASV_196,174
1000D,ASV_2,16
1000D,ASV_239,291
1000D,ASV_25,4
1000D,ASV_55,55
1000D,ASV_7708,14
1000D,ASV_8,1451
1000D,ASV_924,1299
1000E,ASV_104,4140
1000E,ASV_1145,9
1000E,ASV_239,30
1000E,ASV_25,3
1000E,ASV_55,4
1000E,ASV_583,22
1000E,ASV_8,53
1000E,ASV_924,896
1000E,ASV_9427,6
1001,ASV_103,61
1001,ASV_115,30
1001,ASV_125,27
1001,ASV_135,37
1001,ASV_14421,20
1001,ASV_147,65
1001,ASV_15,59
1001,ASV_184,106
1001,ASV_19,388
1001,ASV_20,61
1001,ASV_21,26
1001,ASV_29,24
1001,ASV_332,12
1001,ASV_34,137
1001,ASV_35,35
1001,ASV_353,12
1001,ASV_364,5
1001,ASV_375,11
1001,ASV_3896,601
1001,ASV_44,723
1001,ASV_4581,37
1001,ASV_4662,16
1001,ASV_47,132
1001,ASV_58,30
1001,ASV_6,53
1001,ASV_60,14
1001,ASV_62,253
1001,ASV_648,2
1001,ASV_66,13
1001,ASV_739,6
1001,ASV_740,1
1001,ASV_758,17
1001,ASV_760,45
1001,ASV_783,90
1001,ASV_809,42
1001,ASV_9272,24
1001A,ASV_10,35
1001A,ASV_103,747
1001A,ASV_104,11
1001A,ASV_107,84
1001A,ASV_12722,42
1001A,ASV_12725,29
1001A,ASV_12751,9
1001A,ASV_13,983
1001A,ASV_150,6
1001A,ASV_16,85
1001A,ASV_1608,122
1001A,ASV_19,17
1001A,ASV_2,16
1001A,ASV_20,216
1001A,ASV_202,31
1001A,ASV_221,268
1001A,ASV_234,15
1001A,ASV_238,52
1001A,ASV_2388,76
1001A,ASV_244,198
1001A,ASV_29,748
1001A,ASV_3,18
1001A,ASV_302,334
1001A,ASV_309,76
1001A,ASV_310,6
1001A,ASV_3113,354
1001A,ASV_32,124
1001A,ASV_339,5
1001A,ASV_342,31
1001A,ASV_3561,64
1001A,ASV_3631,17
1001A,ASV_44,245
1001A,ASV_45,128
1001A,ASV_4544,6
1001A,ASV_50,389
1001A,ASV_51,152
1001A,ASV_55,5
1001A,ASV_586,64
1001A,ASV_6,464
1001A,ASV_66,8
1001A,ASV_685,79
1001A,ASV_740,15
1001A,ASV_7462,63
1001A,ASV_8,841
1001A,ASV_9,82
1001A,ASV_902,2
1001A,ASV_92,88
1001B,ASV_10,1375
1001B,ASV_103,110
1001B,ASV_1036,5
1001B,ASV_10593,7
1001B,ASV_10758,1
1001B,ASV_11401,67
1001B,ASV_12725,10
1001B,ASV_13,26
1001B,ASV_136,13
1001B,ASV_1605,124
1001B,ASV_1610,6
1001B,ASV_1643,19
1001B,ASV_1877,12
1001B,ASV_1893,24
1001B,ASV_19,503
1001B,ASV_20,58
1001B,ASV_212,4
1001B,ASV_221,3
1001B,ASV_234,8
1001B,ASV_276,247
1001B,ASV_29,15
1001B,ASV_3,1268
1001B,ASV_302,8
1001B,ASV_310,19
1001B,ASV_332,440
1001B,ASV_34,108
1001B,ASV_4495,3
1001B,ASV_50,44
1001B,ASV_51,42
1001B,ASV_586,90
1001B,ASV_588,506
1001B,ASV_596,31
1001B,ASV_6,9232
1001B,ASV_62,208
1001B,ASV_70,41
1001B,ASV_710,4
1001B,ASV_757,65
1001B,ASV_79,156
1001B,ASV_8,108
1001B,ASV_97,14
1001D,ASV_12609,22
1001D,ASV_12742,18
1001D,ASV_175,13
1001D,ASV_19,4
1001D,ASV_2,10
1001D,ASV_234,8
1001D,ASV_239,16
1001D,ASV_2530,12
1001D,ASV_305,5030
1001D,ASV_776,7
1001D,ASV_8,31
1001D,ASV_85,3429
1001E,ASV_104,59
1001E,ASV_12609,20
1001E,ASV_12736,20
1001E,ASV_12741,19
1001E,ASV_1424,10
1001E,ASV_234,5
1001E,ASV_3,1369
1001E,ASV_305,3394
1001E,ASV_8,12
1001E,ASV_810,4
1001E,ASV_85,38
1001F,ASV_1484,5
1001F,ASV_1600,16
1001F,ASV_3,7
1001F,ASV_39,14
1001F,ASV_472,3644
1001F,ASV_510,16
1001F,ASV_5313,30
1001F,ASV_703,2
1001F,ASV_730,162
1001F,ASV_8,8
1001F,ASV_9,5
1002,ASV_103,209
1002,ASV_1217,10
1002,ASV_13,10
1002,ASV_135,34
1002,ASV_15,64
1002,ASV_184,30
1002,ASV_19,342
1002,ASV_2,22
1002,ASV_20,88
1002,ASV_287,6
1002,ASV_29,22
1002,ASV_321,43
1002,ASV_34,28
1002,ASV_35,13
1002,ASV_364,17
1002,ASV_375,18
1002,ASV_3896,77
1002,ASV_44,498
1002,ASV_508,3
1002,ASV_58,335
1002,ASV_596,11
1002,ASV_6,167
1002,ASV_60,13
1002,ASV_62,12
1002,ASV_648,1
1002,ASV_739,15
1002,ASV_740,6
1002,ASV_79,29
1002,ASV_9272,91
1002A,ASV_1012,17
1002A,ASV_1028,58
1002A,ASV_109,270
1002A,ASV_11220,16
1002A,ASV_113,46
1002A,ASV_1136,65
1002A,ASV_1168,66
1002A,ASV_123,48
1002A,ASV_12699,151
1002A,ASV_12723,41
1002A,ASV_12732,28
1002A,ASV_12737,20
1002A,ASV_1320,7
1002A,ASV_1322,3
1002A,ASV_135,261
1002A,ASV_136,187
1002A,ASV_143,150
1002A,ASV_15,11
1002A,ASV_155,325
1002A,ASV_1754,6
1002A,ASV_19,66
1002A,ASV_20,482
1002A,ASV_201,60
1002A,ASV_203,12
1002A,ASV_205,21
1002A,ASV_2050,198
1002A,ASV_206,14
1002A,ASV_21,15
1002A,ASV_212,64
1002A,ASV_221,8
1002A,ASV_226,152
1002A,ASV_25,935
1002A,ASV_267,22
1002A,ASV_27,14
1002A,ASV_273,40
1002A,ASV_2878,7
1002A,ASV_289,6
1002A,ASV_29,13
1002A,ASV_309,826
1002A,ASV_34,294
1002A,ASV_345,44
1002A,ASV_348,9
1002A,ASV_35,84
1002A,ASV_356,66
1002A,ASV_357,163
1002A,ASV_363,91
1002A,ASV_3678,6
1002A,ASV_3796,1
1002A,ASV_3890,20
1002A,ASV_40,1382
1002A,ASV_410,73
1002A,ASV_44,13
1002A,ASV_4434,5
1002A,ASV_50,758
1002A,ASV_51,9
1002A,ASV_54,17
1002A,ASV_564,3081
1002A,ASV_58,70
1002A,ASV_583,26
1002A,ASV_587,41
1002A,ASV_594,100
1002A,ASV_60,24
1002A,ASV_62,98
1002A,ASV_627,221
1002A,ASV_63,64
1002A,ASV_642,91
1002A,ASV_6450,16
1002A,ASV_668,66
1002A,ASV_685,13
1002A,ASV_711,11
1002A,ASV_737,13
1002A,ASV_740,1
1002A,ASV_760,38
1002A,ASV_79,7
1002A,ASV_8,12
1002A,ASV_80,25
1002A,ASV_82,36
1002A,ASV_85,95
1002A,ASV_866,81
1002A,ASV_9,1101
1002A,ASV_93,5
1002A,ASV_95,550
1002A,ASV_9776,46
1002B,ASV_1012,17
1002B,ASV_109,122
1002B,ASV_1124,59
1002B,ASV_113,149
1002B,ASV_1136,53
1002B,ASV_1168,125
1002B,ASV_120,16
1002B,ASV_123,54
1002B,ASV_12728,35
1002B,ASV_12732,3
1002B,ASV_1319,30
1002B,ASV_1320,45
1002B,ASV_136,47
1002B,ASV_140,18
1002B,ASV_143,21
1002B,ASV_145,14
1002B,ASV_15,28
1002B,ASV_159,11
1002B,ASV_16,238
1002B,ASV_184,48
1002B,ASV_19,266
1002B,ASV_20,253
1002B,ASV_201,6
1002B,ASV_2026,5
1002B,ASV_205,34
1002B,ASV_206,20
1002B,ASV_21,173
1002B,ASV_212,28
1002B,ASV_239,3
1002B,ASV_25,11
1002B,ASV_27,162
1002B,ASV_277,58
1002B,ASV_29,250
1002B,ASV_301,98
1002B,ASV_309,15
1002B,ASV_313,24
1002B,ASV_34,232
1002B,ASV_363,72
1002B,ASV_3678,14
1002B,ASV_3796,1
1002B,ASV_392,7
1002B,ASV_40,4222
1002B,ASV_410,76
1002B,ASV_44,66
1002B,ASV_483,9
1002B,ASV_5014,8
1002B,ASV_51,36
1002B,ASV_5130,2
1002B,ASV_564,1147
1002B,ASV_58,68
1002B,ASV_594,326
1002B,ASV_596,20
1002B,ASV_62,66
1002B,ASV_63,6
1002B,ASV_642,16
1002B,ASV_6450,20
1002B,ASV_668,44
1002B,ASV_685,82
1002B,ASV_711,23
1002B,ASV_737,13
1002B,ASV_740,4
1002B,ASV_745,8
1002B,ASV_8,640
1002B,ASV_80,45
1002B,ASV_82,24
1002B,ASV_8304,20
1002B,ASV_854,15
1002B,ASV_866,64
1002B,ASV_9,44
1002B,ASV_92,53
1002B,ASV_93,16
1002B,ASV_95,427
1002C,ASV_1015,4
1002C,ASV_104,200
1002C,ASV_107,2208
1002C,ASV_115,400
1002C,ASV_12715,20
1002C,ASV_128,12
1002C,ASV_139,6
1002C,ASV_150,9
1002C,ASV_151,18
1002C,ASV_16,73
1002C,ASV_189,136
1002C,ASV_2,1005
1002C,ASV_258,15
1002C,ASV_282,15
1002C,ASV_301,35
1002C,ASV_32,61
1002C,ASV_339,1
1002C,ASV_34,36
1002C,ASV_3589,93
1002C,ASV_40,6
1002C,ASV_4544,5
1002C,ASV_500,6
1002C,ASV_51,150
1002C,ASV_6,3
1002C,ASV_68,2
1002C,ASV_6928,17
1002C,ASV_8,727
1002C,ASV_81,108
1002C,ASV_8137,1163
1002D,ASV_1,48
1002D,ASV_104,53
1002D,ASV_107,1218
1002D,ASV_113,278
1002D,ASV_12678,3453
1002D,ASV_12715,33
1002D,ASV_128,46
1002D,ASV_139,12
1002D,ASV_140,79
1002D,ASV_150,13
1002D,ASV_16,78
1002D,ASV_1647,5
1002D,ASV_1657,11
1002D,ASV_184,382
1002D,ASV_189,13
1002D,ASV_2,4483
1002D,ASV_201,3
1002D,ASV_258,35
1002D,ASV_282,42
1002D,ASV_301,214
1002D,ASV_312,19
1002D,ASV_32,41
1002D,ASV_456,38
1002D,ASV_457,9
1002D,ASV_500,22
1002D,ASV_51,473
1002D,ASV_510,46
1002D,ASV_5130,8
1002D,ASV_691,15
1002D,ASV_6928,334
1002D,ASV_7006,5
1002D,ASV_769,3
1002D,ASV_8,683
1002D,ASV_81,23
1002D,ASV_813,108
1002D,ASV_9,4
1002D,ASV_962,51
1003A,ASV_107,79
1003A,ASV_12745,17
1003A,ASV_12752,9
1003A,ASV_128,9
1003A,ASV_139,4
1003A,ASV_1844,1212
1003A,ASV_19,507
1003A,ASV_194,10
1003A,ASV_2,8
1003A,ASV_229,6
1003A,ASV_32,92
1003A,ASV_34,100
1003A,ASV_345,10
1003A,ASV_369,15
1003A,ASV_3796,2
1003A,ASV_38,9
1003A,ASV_4544,10
1003A,ASV_51,11
1003A,ASV_52,39
1003A,ASV_6,3081
1003A,ASV_66,494
1003A,ASV_703,679
1003A,ASV_8,182
1003A,ASV_8543,220
1003A,ASV_9,13
1004A,ASV_109,91
1004A,ASV_113,56
1004A,ASV_1135,5
1004A,ASV_1164,16
1004A,ASV_11655,122
1004A,ASV_11772,5
1004A,ASV_119,103
1004A,ASV_120,10
1004A,ASV_125,31
1004A,ASV_126,285
1004A,ASV_1319,196
1004A,ASV_135,63
1004A,ASV_143,40
1004A,ASV_15,41
1004A,ASV_159,9
1004A,ASV_1598,23
1004A,ASV_1621,115
1004A,ASV_182,14
1004A,ASV_184,183
1004A,ASV_1846,58
1004A,ASV_185,19
1004A,ASV_1851,7
1004A,ASV_188,119
1004A,ASV_19,169
1004A,ASV_1978,11
1004A,ASV_20,179
1004A,ASV_2008,82
1004A,ASV_2021,37
1004A,ASV_2083,46
1004A,ASV_217,12
1004A,ASV_225,131
1004A,ASV_237,11
1004A,ASV_238,288
1004A,ASV_243,110
1004A,ASV_253,294
1004A,ASV_273,13
1004A,ASV_279,62
1004A,ASV_29,163
1004A,ASV_301,18
1004A,ASV_3048,79
1004A,ASV_306,100
1004A,ASV_3357,84
1004A,ASV_34,81
1004A,ASV_35,408
1004A,ASV_358,19
1004A,ASV_363,85
1004A,ASV_3655,14
1004A,ASV_3713,54
1004A,ASV_3752,52
1004A,ASV_3796,1
1004A,ASV_3838,11
1004A,ASV_3878,7
1004A,ASV_388,28
1004A,ASV_396,17
1004A,ASV_418,287
1004A,ASV_432,481
1004A,ASV_466,65
1004A,ASV_49,76
1004A,ASV_505,40
1004A,ASV_51,12
1004A,ASV_54,22
1004A,ASV_564,3510
1004A,ASV_58,327
1004A,ASV_6,369
1004A,ASV_60,120
1004A,ASV_6116,62
1004A,ASV_62,79
1004A,ASV_637,17
1004A,ASV_6450,7
1004A,ASV_677,2
1004A,ASV_68,746
1004A,ASV_70,12
1004A,ASV_7594,38
1004A,ASV_760,19
1004A,ASV_767,30
1004A,ASV_785,43
1004A,ASV_79,14
1004A,ASV_8,35
1004A,ASV_80,24
1004A,ASV_821,70
1004A,ASV_8525,12
1004A,ASV_866,76
1004A,ASV_894,3
1004A,ASV_9,34
1004A,ASV_92,137
1004A,ASV_95,913
1004A,ASV_97,22
1004A,ASV_975,57
1004A,ASV_98,24
1004B,ASV_11659,83
1004B,ASV_119,10
1004B,ASV_120,9
1004B,ASV_12198,34
1004B,ASV_125,8
1004B,ASV_128,65
1004B,ASV_135,18
1004B,ASV_145,7
1004B,ASV_15,166
1004B,ASV_150,16
1004B,ASV_154,34
1004B,ASV_159,5
1004B,ASV_176,2
1004B,ASV_19,227
1004B,ASV_20,42
1004B,ASV_202,52
1004B,ASV_212,4
1004B,ASV_229,117
1004B,ASV_253,920
1004B,ASV_2531,532
1004B,ASV_32,12
1004B,ASV_3357,17
1004B,ASV_34,984
1004B,ASV_35,19
1004B,ASV_363,10
1004B,ASV_3796,4
1004B,ASV_436,31
1004B,ASV_4544,5
1004B,ASV_51,28
1004B,ASV_510,7
1004B,ASV_6,1470
1004B,ASV_60,10
1004B,ASV_62,25
1004B,ASV_635,36
1004B,ASV_677,6
1004B,ASV_68,335
1004B,ASV_691,13
1004B,ASV_70,72
1004B,ASV_79,73
1004B,ASV_821,19
1004B,ASV_87,938
1004B,ASV_9,17
1004B,ASV_92,46
1004B,ASV_95,23
1005,ASV_10,33
1005,ASV_1036,2
1005,ASV_104,4497
1005,ASV_10611,7
1005,ASV_10698,195
1005,ASV_107,9
1005,ASV_1125,203
1005,ASV_114,31
1005,ASV_1164,10
1005,ASV_1170,3
1005,ASV_118,14
1005,ASV_119,4
1005,ASV_13338,5
1005,ASV_136,8
1005,ASV_143,9
1005,ASV_157,4
1005,ASV_16,67
1005,ASV_160,10
1005,ASV_1687,51
1005,ASV_1748,3
1005,ASV_1757,5
1005,ASV_1768,2
1005,ASV_1786,25
1005,ASV_1813,19
1005,ASV_183,41
1005,ASV_186,5
1005,ASV_1888,22
1005,ASV_19,40
1005,ASV_2,42084
1005,ASV_20,19
1005,ASV_2113,2
1005,ASV_221,9
1005,ASV_228,4
1005,ASV_23,33
1005,ASV_236,41
1005,ASV_25,14
1005,ASV_250,6
1005,ASV_2527,28
1005,ASV_260,9
1005,ASV_263,5
1005,ASV_29,18
1005,ASV_292,2
1005,ASV_3,16
1005,ASV_30,11
1005,ASV_310,10
1005,ASV_32,20
1005,ASV_326,13
1005,ASV_35,26
1005,ASV_3765,5
1005,ASV_38,18
1005,ASV_3808,5
1005,ASV_39,2615
1005,ASV_3947,1
1005,ASV_40,9
1005,ASV_400,9
1005,ASV_437,89
1005,ASV_44,5
1005,ASV_4454,8
1005,ASV_4715,6
1005,ASV_50,9
1005,ASV_510,52
1005,ASV_5244,59
1005,ASV_55,23
1005,ASV_58,10
1005,ASV_5875,16
1005,ASV_6,22
1005,ASV_60,13
1005,ASV_62,13
1005,ASV_63,4
1005,ASV_63815,19
1005,ASV_68,5
1005,ASV_6984,2
1005,ASV_7575,211
1005,ASV_758,2
1005,ASV_772,99
1005,ASV_79,18
1005,ASV_8,120
1005,ASV_800,127
1005,ASV_82,11
1005,ASV_838,21
1005,ASV_8723,1
1005,ASV_874,4
1005,ASV_9,35
1005,ASV_9133,57
1006,ASV_104,28
1006,ASV_2,129
1006,ASV_35,27
1006,ASV_39,52
1006,ASV_510,59
1006,ASV_682,59
1006,ASV_79,35
1006A,ASV_104,21
1006A,ASV_113,101
1006A,ASV_1145,1
1006A,ASV_11473,81
1006A,ASV_119,242
1006A,ASV_120,11
1006A,ASV_123,34
1006A,ASV_127,84
1006A,ASV_12734,25
1006A,ASV_12738,20
1006A,ASV_13,97
1006A,ASV_135,105
1006A,ASV_139,21
1006A,ASV_15,47
1006A,ASV_159,36
1006A,ASV_1751,458
1006A,ASV_1830,78
1006A,ASV_186,14
1006A,ASV_1928,344
1006A,ASV_195,236
1006A,ASV_2,11
1006A,ASV_20,248
1006A,ASV_2122,4
1006A,ASV_215,254
1006A,ASV_221,1224
1006A,ASV_225,19
1006A,ASV_236,188
1006A,ASV_239,6
1006A,ASV_2522,87
1006A,ASV_264,3
1006A,ASV_29,796
1006A,ASV_305,22
1006A,ASV_309,114
1006A,ASV_3225,116
1006A,ASV_333,173
1006A,ASV_34,43
1006A,ASV_35,990
1006A,ASV_357,201
1006A,ASV_369,539
1006A,ASV_3756,187
1006A,ASV_3796,3
1006A,ASV_3913,1
1006A,ASV_4096,62
1006A,ASV_447,162
1006A,ASV_4544,4
1006A,ASV_4655,15
1006A,ASV_49,11
1006A,ASV_50,285
1006A,ASV_52,451
1006A,ASV_58,65
1006A,ASV_582,111
1006A,ASV_587,88
1006A,ASV_60,630
1006A,ASV_693,38
1006A,ASV_706,85
1006A,ASV_737,8
1006A,ASV_740,6
1006A,ASV_77,261
1006A,ASV_78,135
1006A,ASV_8,48
1006A,ASV_8092,31
1006A,ASV_87,151
1006A,ASV_9,2581
1006A,ASV_90,139
1006A,ASV_902,1
1006A,ASV_92,128
1006A,ASV_96,102
1007,ASV_1135,340
1007,ASV_13156,107
1007,ASV_140,158
1007,ASV_14407,65
1007,ASV_147,500
1007,ASV_15,76
1007,ASV_165,436
1007,ASV_2,81
1007,ASV_221,330
1007,ASV_245,167
1007,ASV_304,175
1007,ASV_3357,3290
1007,ASV_38,5
1007,ASV_404,725
1007,ASV_4606,22
1007,ASV_5157,2
1007,ASV_571,43
1007,ASV_681,46
1007,ASV_682,61
1007,ASV_79,333
1007,ASV_8,3
1007,ASV_808,38
1007A,ASV_107,18
1007A,ASV_10758,4
1007A,ASV_109,35
1007A,ASV_113,56
1007A,ASV_1186,4
1007A,ASV_119,2058
1007A,ASV_12689,266
1007A,ASV_12694,114
1007A,ASV_135,1493
1007A,ASV_143,169
1007A,ASV_147,715
1007A,ASV_15,445
1007A,ASV_1547,3
1007A,ASV_159,23
1007A,ASV_1663,35
1007A,ASV_1854,82
1007A,ASV_19,4570
1007A,ASV_2,1747
1007A,ASV_20,4992
1007A,ASV_205,140
1007A,ASV_21,145
1007A,ASV_212,9
1007A,ASV_2249,14
1007A,ASV_226,38
1007A,ASV_2356,5
1007A,ASV_239,128
1007A,ASV_288,3
1007A,ASV_29,186
1007A,ASV_296,85
1007A,ASV_32,58
1007A,ASV_332,33
1007A,ASV_34,21
1007A,ASV_35,1961
1007A,ASV_3609,19
1007A,ASV_4,413
1007A,ASV_4388,39
1007A,ASV_44,10
1007A,ASV_454,94
1007A,ASV_49,80
1007A,ASV_50,1403
1007A,ASV_500,3
1007A,ASV_5043,50
1007A,ASV_509,8
1007A,ASV_54,1018
1007A,ASV_567,591
1007A,ASV_5702,1
1007A,ASV_58,806
1007A,ASV_596,9
1007A,ASV_6,7
1007A,ASV_60,638
1007A,ASV_62,366
1007A,ASV_66,19
1007A,ASV_740,12
1007A,ASV_745,101
1007A,ASV_78,95
1007A,ASV_8,801
1007A,ASV_87,160
1007A,ASV_894,23
1007A,ASV_92,1396
1007A,ASV_934,96
1007A,ASV_94,13
1007B,ASV_104,7
1007B,ASV_119,45
1007B,ASV_135,495
1007B,ASV_143,112
1007B,ASV_147,39
1007B,ASV_15,166
1007B,ASV_16,152
1007B,ASV_1663,18
1007B,ASV_19,136
1007B,ASV_2,569
1007B,ASV_20,1521
1007B,ASV_205,29
1007B,ASV_21,79
1007B,ASV_226,49
1007B,ASV_239,6
1007B,ASV_296,18
1007B,ASV_332,15
1007B,ASV_34,59
1007B,ASV_35,52
1007B,ASV_3796,6
1007B,ASV_4,364
1007B,ASV_406,4
1007B,ASV_4388,32
1007B,ASV_454,5
1007B,ASV_4544,14
1007B,ASV_49,25
1007B,ASV_50,527
1007B,ASV_5043,18
1007B,ASV_51,3
1007B,ASV_54,23
1007B,ASV_567,758
1007B,ASV_62,4
1007B,ASV_66,15
1007B,ASV_78,66
1007B,ASV_8,214
1007B,ASV_87,110
1007B,ASV_9118,13
1007B,ASV_92,485
1007B,ASV_934,77
1007C,ASV_100,128
1007C,ASV_104,27
1007C,ASV_107,19
1007C,ASV_12735,25
1007C,ASV_128,57
1007C,ASV_19,1715
1007C,ASV_210,101
1007C,ASV_223,55
1007C,ASV_288,9
1007C,ASV_310,7
1007C,ASV_51,24
1007C,ASV_55,85
1007C,ASV_564,6
1007C,ASV_583,8980
1007C,ASV_6202,18
1007C,ASV_66,9
1007C,ASV_8,241
1007C,ASV_94,9
1007C,ASV_97,25
1007D,ASV_107,31
1007D,ASV_12683,372
1007D,ASV_12694,59
1007D,ASV_128,29
1007D,ASV_16,145
1007D,ASV_175,22
1007D,ASV_19,750
1007D,ASV_20,7
1007D,ASV_205,113
1007D,ASV_210,69
1007D,ASV_236,5
1007D,ASV_288,19
1007D,ASV_310,10
1007D,ASV_34,6374
1007D,ASV_3796,20
1007D,ASV_51,18
1007D,ASV_583,3488
1007D,ASV_62,346
1007D,ASV_66,11
1007D,ASV_8,533
1007D,ASV_81,6
1008,ASV_109,6
1008,ASV_1135,168
1008,ASV_13156,85
1008,ASV_140,85
1008,ASV_14407,46
1008,ASV_14433,6
1008,ASV_147,412
1008,ASV_15,87
1008,ASV_165,350
1008,ASV_2,70
1008,ASV_221,262
1008,ASV_245,132
1008,ASV_304,94
1008,ASV_3357,2237
1008,ASV_404,738
1008,ASV_4511,6
1008,ASV_4606,17
1008,ASV_571,38
1008,ASV_681,19
1008,ASV_682,60
1008,ASV_79,308
1008,ASV_808,44
1008A,ASV_10,78
1008A,ASV_102,1886
1008A,ASV_103,1703
1008A,ASV_12680,629
1008A,ASV_12687,387
1008A,ASV_12696,99
1008A,ASV_12710,65
1008A,ASV_134,2
1008A,ASV_139,6
1008A,ASV_15,222
1008A,ASV_150,9
1008A,ASV_159,14
1008A,ASV_16,431
1008A,ASV_1885,71
1008A,ASV_19,41
1008A,ASV_196,108
1008A,ASV_2,86
1008A,ASV_20,15
1008A,ASV_2122,59
1008A,ASV_231,268
1008A,ASV_239,97
1008A,ASV_29,850
1008A,ASV_32,34
1008A,ASV_371,177
1008A,ASV_38,4
1008A,ASV_4157,81
1008A,ASV_44,1293
1008A,ASV_443,8
1008A,ASV_51,56
1008A,ASV_54,8
1008A,ASV_595,293
1008A,ASV_6,826
1008A,ASV_618,564
1008A,ASV_62,16
1008A,ASV_63,484
1008A,ASV_6457,20
1008A,ASV_685,431
1008A,ASV_740,11
1008A,ASV_8,1216
1008A,ASV_8266,110
1008A,ASV_9,35
1008B,ASV_10,17
1008B,ASV_102,1557
1008B,ASV_103,1172
1008B,ASV_12680,520
1008B,ASV_12696,70
1008B,ASV_128,11
1008B,ASV_1321,12
1008B,ASV_135,63
1008B,ASV_15,71
1008B,ASV_184,3
1008B,ASV_20,264
1008B,ASV_231,185
1008B,ASV_239,3
1008B,ASV_260,10
1008B,ASV_288,11
1008B,ASV_29,538
1008B,ASV_32,25
1008B,ASV_371,55
1008B,ASV_4157,49
1008B,ASV_44,200
1008B,ASV_4544,3
1008B,ASV_50,95
1008B,ASV_51,16
1008B,ASV_58,62
1008B,ASV_6,482
1008B,ASV_6029,2
1008B,ASV_618,465
1008B,ASV_63,376
1008B,ASV_685,52
1008B,ASV_70,15
1008B,ASV_740,5
1008B,ASV_8,41
1008B,ASV_8266,46
1008B,ASV_93,3
1008C,ASV_104,247
1008C,ASV_1145,3
1008C,ASV_12679,1844
1008C,ASV_12681,698
1008C,ASV_12682,609
1008C,ASV_12684,570
1008C,ASV_12685,454
1008C,ASV_1321,49
1008C,ASV_14,2
1008C,ASV_145,2651
1008C,ASV_1547,10
1008C,ASV_1864,76
1008C,ASV_201,625
1008C,ASV_2042,3
1008C,ASV_292,57
1008C,ASV_4,256
1008C,ASV_42,31
1008C,ASV_442,4760
1008C,ASV_456,111
1008C,ASV_48,2796
1008C,ASV_70,19
1008C,ASV_740,2
1008C,ASV_8,5
1009,ASV_102,110
1009,ASV_103,9
1009,ASV_1036,16
1009,ASV_109,99
1009,ASV_1124,10
1009,ASV_118,193
1009,ASV_120,11
1009,ASV_1217,10
1009,ASV_123,32
1009,ASV_12894,53
1009,ASV_13,129
1009,ASV_1320,23
1009,ASV_135,192
1009,ASV_136,271
1009,ASV_143,93
1009,ASV_145,29
1009,ASV_147,7
1009,ASV_15,12
1009,ASV_155,245
1009,ASV_16,20
1009,ASV_1628,75
1009,ASV_1637,36
1009,ASV_17,729
1009,ASV_1748,3
1009,ASV_177,18
1009,ASV_180,94
1009,ASV_1830,404
1009,ASV_1847,186
1009,ASV_185,57
1009,ASV_1859,160
1009,ASV_1864,3
1009,ASV_19,79
1009,ASV_1929,17
1009,ASV_1962,3
